id	score	topic	answer	problem_preview
1402	0.666667	number_theory	170	A sequence of numbers \(a_1, a_2, a_3, \ldots\) is defined by the following recursive formula: \(a_1 = 2\), and for all \(n \geq 2\), \(a_n = 3a_{n-1} - 2n\). Find the value of \(a_{10} \mod 1000\).
1403	0.375000	combinatorics	1	In a magical kingdom, there are three types of coins: gold, silver, and bronze. Each gold coin is worth \(5\) silver coins, and each silver coin is worth \(3\) bronze coins. Additionally, each gold coin can be exchanged for \(2\) silver co...
1404	0.444444	geometry	12	In a triangle \(ABC\), let \(D\) and \(E\) be the points where the incircle touches sides \(BC\) and \(CA\) respectively. Let \(P\) be the intersection of \(AD\) and \(BE\). If the area of \(\triangle ABC\) is 240 square units and the peri...
1405	0.777778	number_theory	57	A function \( f \) is defined for all positive integers \( n \) such that \( f(1) = 2 \) and \( f(n+1) = 2f(n) + 3 \) for all \( n \geq 1 \). Find the remainder when \( f(10) \) is divided by 100.
1406	0.777778	algebra	9	Let \( a \) and \( b \) be positive real numbers such that \( a + b = 1 \). Find the minimum value of \[ \frac{1}{a} + \frac{4}{b}. \]
1407	0.666667	geometry	11	A circle is inscribed in a right triangle with legs of lengths 8 units and 15 units. The circle also touches the hypotenuse at point $P$. If the radius of the circle is $r$, find the length of the segment of the hypotenuse that is not cove...
1408	0.333333	number_theory	10	A sequence of numbers is defined as follows: \(a_1 = 1\), \(a_2 = 2\), and for \(n \geq 3\), \(a_n = a_{n-1} + a_{n-2}\). Let \(S\) be the sum of the first 20 terms of this sequence. Find the remainder when \(S\) is divided by 100.
1409	0.333333	geometry	2\sqrt{15}	In a right triangle \(ABC\) with hypotenuse \(AB\), there is a square \(DEFG\) inscribed such that point \(D\) lies on \(AC\), \(E\) on \(BC\), \(F\) on \(AB\), and \(G\) on \(AB\). Let \(AD = x\) and \(BE = y\). Given that the area of the...
1410	0.777778	number_theory	1	Let $p$ be the smallest prime number greater than $100$. Find the smallest positive integer $n$ such that $p$ divides $n^3 - 2n + 1$.
1411	0.555556	geometry	(2, 4)	In the coordinate plane, let \( A = (0, 0) \) and \( B = (10, 0) \). Point \( C \) lies on the parabola \( y = x^2 \) such that \( \triangle ABC \) is a right triangle with \( \angle ACB \) as the right angle. Find the coordinates of \( C ...
1412	0.333333	number_theory	100	A sequence of numbers \(a_n\) is defined for \(n \geq 1\) by the recurrence relation \(a_{n+1} = \frac{a_n}{n} + n\) with the initial condition \(a_1 = 1\). Find the value of \(a_{100}\) in terms of the base of the natural logarithm, \(e\).
1413	0.666667	other	1450	In a certain magical forest, there are three types of trees: oak, pine, and maple. Each oak tree has 40% more acorns than the average number of acorns on a pine tree, and each maple tree has twice as many acorns as a pine tree. If the aver...
1414	0.666667	geometry	\frac{\sqrt{3}}{2}	Let \( ABCD \) be a convex quadrilateral inscribed in a circle with center \( O \). The diagonals \( AC \) and \( BD \) intersect at point \( P \). Given that \( \angle APB = 60^\circ \) and \( \angle CPD = 90^\circ \), find the ratio of t...
1415	0.714286	number_theory	630	What is the sum of all distinct positive integer solutions for \( n \) that satisfy \( 5n + 20 < 200 \)?
1416	0.777778	geometry	5\sqrt{2}	A circle is inscribed in a square of side length 10. A smaller square is inscribed in the same circle such that its vertices touch the circle at points dividing each side of the larger square into segments of length \( x \) and \( 10-x \)....
1417	0.333333	number_theory	1	Consider a sequence of positive integers \(a_n\) defined as follows: \(a_1 = 1\) and for \(n \geq 1\), \(a_{n+1} = a_n^2 + a_n + 1\). Let \(S\) be the sum of the reciprocals of the first 10 terms of this sequence, i.e., \(S = \frac{1}{a_1}...
1418	0.333333	number_theory	10	Find the number of ordered pairs of integers (x, y) such that the equation x^3 - 3x^2 + 3x - 1 = y^3 - 3y^2 + 3y has exactly 10 solutions.
1419	0.555556	number_theory	6	In a small town, there are 50 houses, each uniquely numbered from 1 to 50. A peculiar postman delivers mail to all houses following these rules: on his first pass, he delivers to every house whose number is a multiple of 3; on his second p...
1420	0.444444	number_theory	63	Find the smallest positive integer \( n \) such that \( n! \) (n factorial) is divisible by \( 7^{10} \).
1421	0.444444	number_theory	0	How many ordered triples of positive integers (a, b, c) satisfy the equation \( a^2 + b^2 + c^2 = 2ab + 2bc + 2ca - 1 \) where \( 1 \leq a, b, c \leq 100 \)?
1422	0.625000	algebra	2	Consider the function \( f(x) \) defined for all real numbers \( x \) such that: \[ f(x) = x^3 - 3x^2 + 2x. \] Let \( g(x) \) be the inverse function of \( f(x) \). Suppose \( h(x) = f(g(x)) \). Determine the value of \( h(2) \).
1423	0.666667	geometry	12	Given three distinct points \(A\), \(B\), and \(C\) on the coordinate plane, let \(d_A\) be the distance from \(A\) to the line through \(B\) and \(C\), \(d_B\) be the distance from \(B\) to the line through \(A\) and \(C\), and \(d_C\) be...
1424	0.444444	algebra	0	If the quadratic equation \(ax^2 + bx + c = 0\) has roots that are the reciprocals of the roots of the equation \(cx^2 + bx + a = 0\), find the value of \(a + c\).
1425	0.555556	number_theory	254520	What is the smallest positive integer that is evenly divisible by all of the numbers from 1 to 10, and also evenly divisible by 101?
1426	0.333333	number_theory	(51, 50)	Find all ordered pairs of integers $(x, y)$ such that $x^2 - y^2 = 101$ and $x > y$.
1427	0.666667	geometry	5	In the coordinate plane, point $A$ is located at $(0, 0)$, and point $B$ is located at $(12, 0)$. Point $C$ is on the positive $y$-axis such that $\angle ACB = 90^\circ$. If the area of triangle $ABC$ is $30$ square units, find the $y$-coo...
1428	0.333333	number_theory	60	In the sequence of numbers where each term is of the form \( n^3 + n^2 + n + 1 \), for \( n \) being positive integers, find how many of the first 100 terms are divisible by 5.
1429	0.333333	geometry	54	A rectangular piece of paper is folded such that one corner aligns exactly with the midpoint of the opposite side, forming a crease. If the length of the paper is twice its width, and the area of the rectangle is 72 square centimeters, fin...
1430	0.500000	number_theory	1	In a sequence, each term is the sum of the cubes of the digits of the previous term, starting with the term 456. After the first few terms, the sequence begins to repeat in a cycle. What is the length of this repeating cycle?
1431	0.777778	geometry	24	A circle with radius 5 is centered at the origin of the coordinate plane. A point P(x, y) lies inside the circle such that the distance from P to the origin is 4. What is the maximum possible value of the expression \(x^2 + y^2 + xy\)?
1432	0.555556	geometry	3\sqrt{2}	A circle is inscribed in a right triangle with legs of lengths 8 and 15. A square is inscribed in this circle such that all four corners of the square touch the circle. What is the side length of the square? Express your answer as a common...
1433	0.666667	geometry	30	In a circle, three points \(A\), \(B\), and \(C\) are chosen such that \(AB\) is a diameter. A line through \(C\) intersects the circle again at \(D\), and \(CD\) is perpendicular to \(AB\). If the length of \(AB\) is 10 units and \(CD\) i...
1434	0.333333	geometry	\frac{5\sqrt{2}}{2}	A rectangle is inscribed in a semicircle of radius 5 units, with its base on the diameter of the semicircle. If the area of the rectangle is maximized, find the length of the shorter side.
1435	0.333333	number_theory	0	In a small village, there is a unique way of distributing monthly water rations among the households. Each household must receive an integer number of liters between 10 and 100 inclusive. The total monthly allocation must be exactly 1000 l...
1436	0.777778	geometry	1	Find all positive integers \( n \) such that the sum of the squares of the first \( n \) positive integers is a perfect cube.
1437	0.444444	number_theory	1	There exists a sequence of numbers, $a_1, a_2, a_3, ...$, with the property that each term after the first two is the sum of the two preceding terms. Given that $a_1 = 1$ and $a_2 = 2$, determine the remainder when $a_{2023}$ is divided by...
1438	0.777778	number_theory	0	What is the remainder when the sum of the first 50 odd numbers is divided by 100?
1439	0.333333	algebra	-\frac{10}{27}	Find all real numbers \(x\) such that \[ \sqrt[3]{x + \sqrt[3]{x + \sqrt[3]{x + \cdots}}} = 1 + \sqrt[3]{x - \sqrt[3]{x - \sqrt[3]{x - \cdots}}}. \] What is the sum of all such \(x\)?
1440	0.777778	algebra	28	Let \( f(x) \) be a function defined for all real numbers \( x \) such that \( f(1) = 1 \), \( f(2) = 3 \), and \( f(x) = 2f\left(\frac{x}{2}\right) + x \) for all \( x \neq 0 \). Find the value of \( f(8) \).
1441	0.555556	geometry	\frac{1}{512}	In a small town, there are 10 houses lined up in a row. Each house owner decides to plant either a red or a blue flower in their front yard, with each color chosen randomly and independently of the others. What is the probability that no t...
1442	0.444444	number_theory	443	In a certain advanced mathematical system, a sequence of numbers \(a_1, a_2, \ldots, a_n\) is defined such that \(a_1 = 2\) and for \(n \geq 2\), the sequence follows the recursive relation \(a_n = a_{n-1}^2 - a_{n-1} + 1\). Find the remai...
1443	0.666667	number_theory	2022	What is the smallest positive integer $n$ such that the polynomial $f(x) = x^n + x^{n-1} + \cdots + x + 1$ has a root that is a primitive 2023rd root of unity?
1444	0.555556	geometry	5	A set of consecutive positive integers starting from 1 is written in a row. By circling some of these numbers, we can obtain a new sequence. What is the minimum number of numbers that must be circled to ensure that no matter how many numbe...
1445	0.375000	geometry	\frac{1}{4}	A regular hexagon $ABCDEF$ has side length $1$. Let $G, H, I, J, K, L$ be the midpoints of sides $AB, BC, CD, DE, EF, FA$ respectively. A smaller hexagon $GHIJKL$ is formed by joining these midpoints. What is the ratio of the area of hexag...
1446	0.333333	number_theory	2	Find all positive integers \( n \) such that the polynomial \( P(x) = x^n + x^{n-1} + \cdots + x + 1 \) divides \( Q(x) = x^{3n} - 1 \).
1447	0.555556	geometry	1	Given the polynomial \( P(x) = x^4 - 4x^3 + 6x^2 - 4x + 1 \), find the sum of the squares of all the real roots of \( P(x) \).
1448	0.777778	algebra	25	Let $f(x) = x^2 + 2x + 1$ and $g(x) = x + 3$. Consider the function composition $h(x) = f(g(x))$. If $h(x)$ is simplified to the form $ax^2 + bx + c$, find the value of $a + b + c$.
1449	0.333333	number_theory	3	What is the smallest positive integer \( n \) such that the polynomial \( P(x) = x^n + x^{n-1} + \cdots + x + 1 \) is divisible by \( x^2 - 1 \)?
1450	0.333333	combinatorics	\frac{1}{8}	A fair six-sided die is rolled three times. What is the probability that the sum of the three rolls is 10?
1451	0.555556	number_theory	2	Determine the number of ordered pairs \((a, b)\) of positive integers such that \(a^b + b^a = 1024\).
1452	0.444444	algebra	111	If a polynomial $P(x)$ satisfies $P(x) - P(x-1) = 2x$ for all real $x$, and $P(0) = 1$, find $P(10)$.
1453	0.777778	other	11	In a magical kingdom, there are three types of creatures: dragons, unicorns, and fairies. The number of dragons is twice the number of unicorns, and the number of fairies is three times the number of dragons. If the total number of creatur...
1454	0.444444	number_theory	15	What is the sum of the digits of the largest four-digit number whose digits are distinct and form a geometric progression?
1455	0.333333	number_theory	n=0	Find all positive integers \( n \) such that \( n^2 + n + 1 \) divides \( n^3 + n^2 + n + 1 \).
1456	0.333333	geometry	\sqrt{a^2 + b^2}	Let \( ABC \) be an acute-angled triangle with circumradius \( R \). Let \( D \), \( E \), and \( F \) be the feet of the altitudes from \( A \), \( B \), and \( C \) respectively. If \( DE = a \) and \( DF = b \), find the length of \( EF...
1457	0.555556	geometry	9	What is the area of the region enclosed by the curves y = x^2 and y = 2x + 3 between x = -1 and x = 2?
1458	0.666667	geometry	27	In a triangle \(ABC\), let \(D\), \(E\), and \(F\) be the midpoints of sides \(BC\), \(CA\), and \(AB\) respectively. The lines \(AD\), \(BE\), and \(CF\) intersect at point \(G\), the centroid of the triangle. If the area of triangle \(AB...
1459	0.777778	algebra	2	Let \(f(x) = x^4 - 4x^3 + 6x^2 - 4x + 1\). Find the number of real solutions to the equation \(f(f(x)) = 0\).
1460	0.333333	number_theory	1	Find all positive integers \(n\) such that the polynomial \(P(x) = x^n + nx^{n-1} + n^2x^{n-2} + \cdots + n^{n-1}x + n^n\) has at least one integer root.
1461	0.625000	number_theory	2	What is the smallest positive integer \( n \) such that the polynomial \( P(x) = x^n - 1 \) can be factored into the product of two non-constant polynomials with integer coefficients?
1462	0.333333	geometry	\dfrac{8 \sqrt[3]{9}}{3}	A right circular cone has a base radius of 6 cm and a height of 8 cm. A smaller, similar cone is inscribed within the larger cone such that the apex of the smaller cone touches the base of the larger cone, and its base is parallel to the b...
1463	0.666667	number_theory	a = b = c	Let \( a, b, c \) be positive integers such that \( a^2 + b^2 + c^2 = ab + bc + ca \). Prove that \( a = b = c \).
1464	0.333333	number_theory	7	A sequence of positive integers \(a_1, a_2, a_3, \ldots\) is defined by the rule \(a_{n+1} = a_n^2 - a_n + 1\) for all \(n \geq 1\), with the initial term \(a_1 = 2\). Determine the value of \(a_{100}\) modulo 100.
1465	0.333333	geometry	n^2	Consider a regular \( n \)-gon inscribed in a unit circle. Let \( A_1, A_2, \ldots, A_n \) be the vertices of the polygon. Define the sum \( S \) as the sum of the lengths of all segments \( A_iA_j \) where \( 1 \leq i < j \leq n \). Find ...
1466	0.625000	logic_puzzle	3888	In the kingdom of Mathoria, a magical tree grows where each branch splits into two new branches exactly 1 unit of time after it splits. The tree starts with a single branch. After 4 units of time, the king of Mathoria decides to enchant th...
1467	0.333333	geometry	\frac{1}{2023} \binom{4044}{2022}	A convex polygon is divided into triangles by non-intersecting diagonals. If the polygon has 2024 sides, how many different ways can it be divided into triangles using exactly 2021 triangles?
1468	0.444444	algebra	40	In a magical forest, there are three types of trees: Oak, Pine, and Maple. The sum of the number of Oak trees and Pine trees is 50, and the sum of the number of Pine trees and Maple trees is 40. If the total number of trees in the forest i...
1469	0.555556	combinatorics	9350	A sequence of numbers \(a_1, a_2, a_3, \ldots\) is defined recursively by \(a_1 = 1\), \(a_2 = 2\), and for \(n \geq 3\), \(a_n = a_{n-1} + a_{n-2} + (-1)^n\). Find the value of \(a_{20}\).
1470	0.777778	combinatorics	12	How many ways can you arrange 4 distinct books on a shelf such that a specific pair of books are always together?
1471	0.444444	number_theory	3	Find the smallest positive integer \( n \) such that the polynomial \( P(x) = x^n + x^{n-1} + \cdots + x + 1 \) is divisible by \( Q(x) = x^2 - 2x + 1 \).
1472	0.333333	number_theory	1000	Consider a sequence of positive integers \( a_1, a_2, \ldots, a_n \) such that \( a_1 = 1 \) and for all \( i \geq 2 \), \( a_i \) is the smallest integer greater than \( a_{i-1} \) that is relatively prime to \( a_{i-1} \). Find the small...
1473	0.444444	geometry	\frac{R}{2}	Let $ABC$ be an acute triangle with circumradius $R$. Let $H$ be the orthocenter of $ABC$, and let $D$, $E$, and $F$ be the feet of the altitudes from $A$, $B$, and $C$ to the opposite sides, respectively. If $AD = BE = CF = \sqrt{3}R$, fi...
1474	0.777778	logic_puzzle	25	In a certain town, every pair of people either are friends or are enemies. It is known that no three people form a group where each person is friends with the other two. If there are 10 people in the town, determine the maximum number of f...
1475	0.444444	number_theory	1	Find the smallest positive integer \( n \) such that the sum of the digits of \( n \) in base 10 is equal to the sum of the digits of \( n^2 \) in base 10.
1476	0.750000	combinatorics	\frac{13}{51}	In a game where a player draws cards from a standard deck of 52 cards without replacement, the player wins if they draw a red card followed by a black card. What is the probability that the player wins the game?
1477	0.777778	number_theory	1	Find all positive integers \(n\) such that \(n^2 + 1\) divides \(2n^3 + 3n^2 + 1\). \
1478	0.333333	number_theory	10	Let \( f(n) \) be the number of ways to express a positive integer \( n \) as a sum of positive integers where each term is at most 3. For example, \( f(4) = 7 \) because there are seven ways to express 4 as such a sum: \( 4 \), \( 3+1 \),...
1479	0.666667	geometry	0	In the complex plane, let \( P(z) = z^4 + 1 \). Define the set \( S \) as the collection of all complex numbers \( z \) such that \( z^2 + \frac{1}{z^2} \) is a positive real number and \( z \) lies on the unit circle. Find the number of d...
1480	0.777778	number_theory	1	Find all positive integers \( n \) such that \( n + 1 \) divides \( n^2 + 1 \).
1481	0.333333	other	1	在一个无限长的数轴上，点A位于原点(0)处，而点B位于距离原点3个单位的位置。有一个小蚂蚁从A点出发，目标是前往B点。蚂蚁只能向前移动或者右转90度后继续向前移动。如果蚂蚁每次只能沿正整数路径移动，并且每一步只能朝右或向下，那么请问有多少种不同的路径可以让蚂蚁到达B点？注意，蚂蚁可以从A点出发任意方向开始移动。
1482	0.333333	number_theory	5	Find the smallest positive integer \( n \) such that \( n \) is a multiple of 5, and the sum of its digits is equal to the product of its digits.
1483	0.666667	other	18\sqrt{2}	A regular tetrahedron has edge length 6 units. Find the volume of the tetrahedron.
1484	0.333333	number_theory	8	Find the smallest positive integer \( n \) such that the equation \[ x^3 - nx^2 + 18x - n = 0 \] has at least one integer root.
1485	0.777778	number_theory	1	Find all positive integers \( n \) such that \( n^4 + 4^n \) is a prime number.
1486	0.444444	geometry	8	Consider a sequence of positive integers \(a_1, a_2, a_3, \ldots\) defined by the recurrence relation \(a_{n+1} = a_n + \left\lfloor \sqrt{a_n} \right\rfloor\) for all \(n \geq 1\), with the initial term \(a_1 = 2\). Determine the smallest...
1487	0.444444	number_theory	0	Find the number of ordered pairs of integers $(x, y)$ such that $x^2 + y^2 = 2021$ and $x + y$ is divisible by 4.
1488	0.666667	geometry	16 - 6\sqrt{3}	A regular hexagon with side length 2 is inscribed in a circle. The circle is then inscribed in a square. What is the area of the square not covered by the hexagon? Express your answer in simplest radical form.
1489	0.777778	geometry	50.00	A circle is inscribed in a square, and a smaller square is inscribed in the circle. If the side length of the larger square is \( 10 \) units, find the area of the shaded region between the larger square and the smaller square. Express you...
1490	0.444444	geometry	3\sqrt{2}	A circle is inscribed in a right triangle with legs of lengths 8 and 15. A square is inscribed in the same circle. Find the side length of the square.
1491	0.500000	algebra	\frac{1}{2}	Let \( a, b, c \) be positive real numbers such that \( a + b + c = 1 \). Prove that \( \frac{a^2}{a+b} + \frac{b^2}{b+c} + \frac{c^2}{c+a} \geq \frac{1}{2} \).
1492	0.333333	number_theory	4	What is the smallest positive integer $n$ such that $2^n$ is divisible by 48 but not by 64?
1493	0.666667	geometry	1	In the Cartesian coordinate plane, a sequence of points is defined as follows: \( P_1 = (0, 1) \) and for \( n \geq 1 \), \( P_{n+1} \) is the midpoint of \( P_n \) and the point \( (1, 1 + \frac{1}{2^{n-1}}) \). What is the limit of the y...
1494	0.333333	combinatorics	1058400	Find the number of ways to arrange the letters in the word "MATHEMATICS" such that no two vowels are adjacent. Consider only distinct arrangements. Given that the word "MATHEMATICS" contains 2 M's, 2 A's, 2 T's, and one each of H, E, I, C,...
1495	0.375000	geometry	2	What is the smallest positive integer \( n \) such that \( n^2 \) is a perfect square and \( n^3 \) is a perfect cube, and the sum of the digits of \( n \) is a prime number?
1496	0.555556	algebra	\frac{a^2}{b} + \frac{b^2}{c} + \frac{c^2}{a} \geq a + b + c + \frac{3}{a + b + c}	Let \(a, b,\) and \(c\) be positive real numbers such that \(abc = 1\). Prove that: \[ \frac{a^2}{b} + \frac{b^2}{c} + \frac{c^2}{a} \geq a + b + c + \frac{3}{a + b + c}. \]
1497	0.666667	algebra	65	Consider a function \( f: \mathbb{R} \to \mathbb{R} \) that satisfies the functional equation \[ f(x + y) = f(x) + f(y) + xy \] for all real numbers \( x \) and \( y \). If \( f(1) = 2 \), find the value of \( f(10) \).
1498	0.333333	algebra	f(c) = \int_0^1 f(x) \, dx	Let \( f(x) \) be a continuous function on \([0, 1]\) such that for all \( x \in [0, 1] \), \( f(x) \geq 0 \). Prove that there exists a point \( c \in [0, 1] \) such that \( f(c) = \int_0^1 f(x) \, dx \).
1499	0.444444	geometry	\frac{2}{3}	A regular hexagon $ABCDEF$ is inscribed in a circle. A point $P$ is chosen randomly on the circumference of the circle. What is the probability that the angle $\angle APF$ is obtuse?
1500	0.666667	geometry	\frac{1}{2}	In the coordinate plane, consider a triangle \(ABC\) with vertices \(A(0, 0)\), \(B(4, 0)\), and \(C(2, 6)\). A point \(P\) is chosen at random inside or on the boundary of this triangle. What is the probability that the area of triangle \...
1501	0.555556	number_theory	3	What is the smallest positive integer \( n \) such that the polynomial \( P(x) = x^n + x^{n-1} + \cdots + x + 1 \) can be factored into the product of two non-constant polynomials with integer coefficients?
1502	0.333333	algebra	4	Let \( f(x) \) be a polynomial of degree 3 such that \( f(1) = 2 \), \( f(2) = 3 \), and \( f(3) = 5 \). Find the value of \( f(4) \).
1503	0.375000	combinatorics	10416	A sequence of numbers is defined as follows: \(a_1 = 1\), \(a_2 = 1\), and for \(n \geq 3\), \(a_n = a_{n-1} + a_{n-2}\) if \(n\) is odd, and \(a_n = a_{n-1} \cdot a_{n-2}\) if \(n\) is even. What is the value of \(a_{10}\)?
1504	0.333333	number_theory	1	Find the smallest positive integer \( n \) such that the polynomial \( P(x) = x^n + x^{n-1} + \cdots + x + 1 \) has a real root that is also a prime number.
1505	0.333333	algebra	9	In the kingdom of Mathoria, there are 10 towns connected by roads in such a way that each town is directly connected to exactly 3 other towns. The king of Mathoria decides to build a special road system to ensure that every town can be rea...
1506	0.666667	number_theory	1, 2, 4, 8, 16	Find all positive integers $n$ such that $2^n + 1$ is a prime number and $n$ is a power of 2.
1507	0.555556	algebra	6	Let \( P(x) = x^3 - 3x + 1 \). If \( a, b, \) and \( c \) are the roots of \( P(x) = 0 \), determine the value of \( a^2 + b^2 + c^2 \).
1508	0.666667	combinatorics	\dfrac{25}{256}	A fair coin is flipped 10 times. What is the probability that there are exactly 3 heads in the first 5 flips and exactly 2 tails in the last 5 flips?
1509	0.444444	geometry	3600	What is the smallest positive integer that is a multiple of both 24 and 30 and is also a perfect square?
1510	0.333333	geometry	15	What is the smallest positive integer \( n \) such that the sum of the squares of the digits of \( n \) is a multiple of 13?
1511	0.666667	algebra	0	Find the number of real solutions to the equation \( x^{10} + 9x^9 + 14x^8 + 1 = 0 \).
1512	0.666667	algebra	-1	Find the sum of all real numbers \( x \) such that \( \frac{x^3 + 2x^2 - x - 2}{x^2 + 4x + 3} = 0 \).
1513	0.333333	geometry	54	There are 20 points distributed inside a square with side length 10. Each point is connected to every other point by a straight line segment. No three points are collinear (lie on the same straight line), and no two segments intersect exce...
1514	0.333333	geometry	1	A group of 100 mathematicians, each of whom is either a knight (always tells the truth) or a knave (always lies), is seated in a circle. Each mathematician is given a distinct positive integer from 1 to 100. Each mathematician, in turn, ma...
1515	0.444444	combinatorics	6	In a magical forest, there are three types of trees: Enchanted Elm, Mystic Maple, and Whispering Willow. Each type of tree has a unique property that affects the growth of nearby plants. An Enchanted Elm increases the growth of any nearby ...
1516	0.444444	geometry	\frac{r^2}{2 R^2}	A right circular cone with base radius \( r \) and height \( h \) is inscribed in a sphere of radius \( R \). The vertex of the cone touches the center of the sphere. Find the ratio of the volume of the cone to the volume of the sphere in ...
1517	0.555556	geometry	1	determine the initial radius of convergence for the power series of the function f(x) = 1/(1-x)^2 centered at x=0
1518	0.777778	logic_puzzle	5	How many distinct paths are there from the top-left corner to the bottom-right corner of a 3x3 grid, moving only right or down at each step, and ensuring that the path never crosses the diagonal from the top-left to the bottom-right?
1519	0.333333	geometry	51	In a plane, there are 100 lines and no three lines are concurrent. Prove that the minimum number of distinct regions that these lines can divide the plane into is 51.
1520	0.333333	geometry	50	Let \( S \) be a set of integers from 1 to 100. Find the largest integer \( n \) such that every subset of \( S \) with \( n \) elements contains at least one pair of integers whose sum is a perfect square.
1521	0.333333	number_theory	5	Let \( S \) be the set of all positive integers that can be expressed in the form \( 2^n + 3^m \) for some non-negative integers \( n \) and \( m \). How many distinct prime numbers divide at least one element of \( S \)?
1522	0.777778	number_theory	995	Find the smallest positive integer n such that the sum of the first n positive integers, plus the sum of the first 100 positive integers, equals the sum of the first 1000 positive integers.
1523	0.777778	geometry	200	A square is inscribed in a circle. If the area of the circle is \(100\pi\) square units, what is the area of the square?
1524	0.333333	number_theory	19	Find the smallest positive integer \( n \) such that the product of the digits of \( n \) is equal to \( n \) minus the sum of its digits.
1525	0.333333	number_theory	3	There exists a unique integer \( k \) such that the polynomial \( P(x) = x^3 + kx^2 + kx + 1 \) has three real roots, all of which are distinct and form an arithmetic progression. Determine the value of \( k \).
1526	0.666667	algebra	12	In a small town, there are 7 unique trees, each with a distinct number of leaves. The sum of the leaves on the first three trees is 24, the sum of the leaves on the last three trees is 36, and the tree in the middle has 12 leaves. How many...
1527	0.444444	geometry	6	Given a right triangle with sides of lengths \(a\), \(b\), and hypotenuse \(c\), where \(a = 3k\), \(b = 4k\), and \(c = 5k\) for some positive integer \(k\), find the smallest possible value of \(k\) such that the area of the triangle is ...
1528	0.444444	number_theory	0	Find the number of ordered triples \((a, b, c)\) of positive integers such that \(a + b + c = 2021\) and each of \(a, b, c\) is a divisor of the sum of the other two.
1529	0.333333	other	12	In a small town, there are four roads connecting five different villages. Each village is connected to every other village exactly once by a unique road. A traveler wishes to visit all five villages, starting and ending at the same village...
1530	0.666667	number_theory	2	Let \( f(x) \) be a polynomial with integer coefficients such that \( f(1) = 17 \) and \( f(17) = 1 \). Find the maximum number of distinct integer roots of the polynomial \( g(x) = f(f(x)) - x \).
1531	0.333333	algebra	\dfrac{1}{2}	设 \( f(x) \) 是一个定义在实数集上的连续函数，并且对于所有的实数 \( x \) 满足 \( f(x) \cdot f(f(x)) = 1 \)。已知 \( f(0) = 2 \)，求 \( f(1) \) 的值。
1532	0.666667	geometry	2	In a unique park design, there are $2023$ circular flower beds, all of different sizes, arranged in a row. Each bed is surrounded by a fence of length equal to its circumference. A bee starts at the center of the largest bed and flies in a...
1533	0.333333	other	9	In the land of Mathoria, there exists a magical garden where the number of flowers doubles every day. If on the first day of the month, the garden had 5 flowers, and no flowers were added or removed after the initial planting, on which day...
1534	0.444444	number_theory	0	Let \( P(x) \) be a polynomial of degree 3 with integer coefficients such that \( P(1) = 2 \), \( P(2) = 5 \), \( P(3) = 10 \), and \( P(4) = 17 \). If \( P(x) \) is a prime number for all integers \( x \) between 1 and 4 inclusive, find t...
1535	0.444444	number_theory	120	In a small town, there are three schools: School A, School B, and School C. School A has 120 students, School B has 150 students, and School C has 180 students. The town council decides to implement a new policy where each school will cont...
1536	0.333333	number_theory	3	What is the smallest positive integer \( n \) such that the number of subsets of the set \(\{1, 2, \ldots, n\}\) with an even number of elements is greater than the number of subsets with an odd number of elements?
1537	0.500000	geometry	2	Let \( f(n) \) be a function defined on positive integers such that \( f(1) = 1 \) and for all \( n \geq 2 \), \( f(n) \) is the smallest positive integer \( k \) such that \( n + f(k) \) is a perfect square. Find \( f(2023) \).
1538	0.777778	number_theory	3	Find all positive integers \( n \) such that there exist positive integers \( a, b, c \) satisfying the equation: \[ a^2 + b^2 + c^2 = n \cdot abc \]
1539	0.333333	geometry	10000	A cylindrical water tank with a radius of 5 meters and a height of 10 meters is being filled by a pump that adds water at a rate of 100 liters per second. The density of water is approximately 1000 kilograms per cubic meter. At what rate i...
1540	0.333333	number_theory	8	Let $f(n)$ be the function defined for positive integers $n$ such that $f(n) = n^2 + n + 1$ if $n$ is prime, and $f(n) = f(a)f(b)$ for some positive integers $a$ and $b$ if $n$ is composite. If $f(2) = 7$, $f(3) = 13$, and $f(5) = 31$, wha...
1541	0.333333	number_theory	0	Let $S$ be the set of all positive integers $n$ for which the equation $x^3 - (n+1)x^2 + nx - 1 = 0$ has exactly one real solution. Find the number of elements in the intersection of $S$ with the interval $[1, 2023]$.
1542	0.444444	geometry	1012	In the plane, consider a regular polygon with 2023 sides, and let its vertices be labeled $V_1, V_2, \ldots, V_{2023}$ in clockwise order. A point $P$ inside the polygon is chosen such that the distances from $P$ to each vertex $V_i$ are d...
1543	0.777778	algebra	2023	Let \( f(x) \) be a polynomial of degree 4 such that \( f(x) = 2023 \) for \( x = -2023, -2022, -2021, -2020 \), and \( f(x) = 2024 \) for \( x = -2019, -2018, -2017, -2016 \). Find the value of \( f(-2022) \).
1544	0.444444	geometry	\frac{1}{9}	In triangle $ABC$, points $D$ and $E$ lie on sides $AB$ and $AC$, respectively, such that $AD:DB = 1:2$ and $AE:EC = 2:1$. If $DE$ is parallel to $BC$, find the ratio of the area of triangle $ADE$ to the area of triangle $ABC$.
