tensor,layer,module,delta_id,family,round,parameter_count,l2_norm
model.layers.9.self_attn.v_proj.weight,layer_09,attention_v,questioner_full_r2,questioner_full,2,2621440,0.02275182925310192
model.layers.9.self_attn.v_proj.weight,layer_09,attention_v,questioner_full_r3,questioner_full,3,2621440,0.02420771598859312
model.layers.9.self_attn.v_proj.weight,layer_09,attention_v,questioner_full_r4,questioner_full,4,2621440,0.024154274504205403
model.layers.9.self_attn.v_proj.weight,layer_09,attention_v,questioner_full_r5,questioner_full,5,2621440,0.025471136704975465
model.layers.9.self_attn.v_proj.weight,layer_09,attention_v,solver_rank1_r1,solver_rank1,1,2621440,0.006551126315080818
model.layers.9.self_attn.v_proj.weight,layer_09,attention_v,solver_rank1_r2,solver_rank1,2,2621440,0.006664297412823023
model.layers.9.self_attn.v_proj.weight,layer_09,attention_v,solver_rank1_r3,solver_rank1,3,2621440,0.006631258929040658
model.layers.9.self_attn.v_proj.weight,layer_09,attention_v,solver_rank1_r4,solver_rank1,4,2621440,0.005922558989953452
model.layers.9.self_attn.v_proj.weight,layer_09,attention_v,solver_rank1_r5,solver_rank1,5,2621440,0.00689814341891891
model.layers.9.self_attn.v_proj.weight,layer_09,attention_v,solver_full_r1,solver_full,1,2621440,0.0071501738073508365
model.layers.9.self_attn.v_proj.weight,layer_09,attention_v,solver_full_r2,solver_full,2,2621440,0.007390689044428952
model.layers.9.self_attn.v_proj.weight,layer_09,attention_v,solver_full_r3,solver_full,3,2621440,0.0074386824093984555
model.layers.9.self_attn.v_proj.weight,layer_09,attention_v,solver_full_r4,solver_full,4,2621440,0.006711847437692233
model.layers.9.self_attn.v_proj.weight,layer_09,attention_v,solver_full_r5,solver_full,5,2621440,0.007340575557883895
model.layers.3.self_attn.q_norm.weight,layer_03,normalization,questioner_full_r1,questioner_full,1,128,0.0
model.layers.3.self_attn.q_norm.weight,layer_03,normalization,questioner_full_r2,questioner_full,2,128,0.0
model.layers.3.self_attn.q_norm.weight,layer_03,normalization,questioner_full_r3,questioner_full,3,128,8.631674575031098e-05
model.layers.3.self_attn.q_norm.weight,layer_03,normalization,questioner_full_r4,questioner_full,4,128,3.0517578125e-05
model.layers.3.self_attn.q_norm.weight,layer_03,normalization,questioner_full_r5,questioner_full,5,128,3.0517578125e-05
model.layers.3.self_attn.q_norm.weight,layer_03,normalization,solver_rank1_r1,solver_rank1,1,128,0.0
model.layers.3.self_attn.q_norm.weight,layer_03,normalization,solver_rank1_r2,solver_rank1,2,128,0.0
model.layers.3.self_attn.q_norm.weight,layer_03,normalization,solver_rank1_r3,solver_rank1,3,128,0.0
model.layers.3.self_attn.q_norm.weight,layer_03,normalization,solver_rank1_r4,solver_rank1,4,128,0.0
model.layers.3.self_attn.q_norm.weight,layer_03,normalization,solver_rank1_r5,solver_rank1,5,128,0.0
model.layers.3.self_attn.q_norm.weight,layer_03,normalization,solver_full_r1,solver_full,1,128,0.0
model.layers.3.self_attn.q_norm.weight,layer_03,normalization,solver_full_r2,solver_full,2,128,0.0
model.layers.3.self_attn.q_norm.weight,layer_03,normalization,solver_full_r3,solver_full,3,128,0.0
model.layers.3.self_attn.q_norm.weight,layer_03,normalization,solver_full_r4,solver_full,4,128,0.0
model.layers.3.self_attn.q_norm.weight,layer_03,normalization,solver_full_r5,solver_full,5,128,0.0
model.layers.27.self_attn.k_proj.weight,layer_27,attention_k,questioner_full_r1,questioner_full,1,2621440,0.004597725127982668
model.layers.27.self_attn.k_proj.weight,layer_27,attention_k,questioner_full_r2,questioner_full,2,2621440,0.02875642958521485
model.layers.27.self_attn.k_proj.weight,layer_27,attention_k,questioner_full_r3,questioner_full,3,2621440,0.027865859855470916
model.layers.27.self_attn.k_proj.weight,layer_27,attention_k,questioner_full_r4,questioner_full,4,2621440,0.027463905214724138
model.layers.27.self_attn.k_proj.weight,layer_27,attention_k,questioner_full_r5,questioner_full,5,2621440,0.0278892170109231
model.layers.27.self_attn.k_proj.weight,layer_27,attention_k,solver_rank1_r1,solver_rank1,1,2621440,0.00599497873113207
model.layers.27.self_attn.k_proj.weight,layer_27,attention_k,solver_rank1_r2,solver_rank1,2,2621440,0.006088121566249707
model.layers.27.self_attn.k_proj.weight,layer_27,attention_k,solver_rank1_r3,solver_rank1,3,2621440,0.006078762434927747
model.layers.27.self_attn.k_proj.weight,layer_27,attention_k,solver_rank1_r4,solver_rank1,4,2621440,0.006052300332050645
model.layers.27.self_attn.k_proj.weight,layer_27,attention_k,solver_rank1_r5,solver_rank1,5,2621440,0.006143286813075873
model.layers.27.self_attn.k_proj.weight,layer_27,attention_k,solver_full_r1,solver_full,1,2621440,0.006589986342230956
model.layers.27.self_attn.k_proj.weight,layer_27,attention_k,solver_full_r2,solver_full,2,2621440,0.006814403001644365
model.layers.27.self_attn.k_proj.weight,layer_27,attention_k,solver_full_r3,solver_full,3,2621440,0.006883692298410108
model.layers.27.self_attn.k_proj.weight,layer_27,attention_k,solver_full_r4,solver_full,4,2621440,0.006829605165821181
model.layers.27.self_attn.k_proj.weight,layer_27,attention_k,solver_full_r5,solver_full,5,2621440,0.006962573847007573
model.layers.24.mlp.up_proj.weight,layer_24,mlp_up,questioner_full_r1,questioner_full,1,24903680,0.011122788857649106
model.layers.24.mlp.up_proj.weight,layer_24,mlp_up,questioner_full_r2,questioner_full,2,24903680,0.0835808921500031
model.layers.24.mlp.up_proj.weight,layer_24,mlp_up,questioner_full_r3,questioner_full,3,24903680,0.08154688150475205
model.layers.24.mlp.up_proj.weight,layer_24,mlp_up,questioner_full_r4,questioner_full,4,24903680,0.0777347026226793
model.layers.24.mlp.up_proj.weight,layer_24,mlp_up,questioner_full_r5,questioner_full,5,24903680,0.08030536901089322
model.layers.24.mlp.up_proj.weight,layer_24,mlp_up,solver_rank1_r1,solver_rank1,1,24903680,0.016312620563822017
model.layers.24.mlp.up_proj.weight,layer_24,mlp_up,solver_rank1_r2,solver_rank1,2,24903680,0.017224097368043555
model.layers.24.mlp.up_proj.weight,layer_24,mlp_up,solver_rank1_r3,solver_rank1,3,24903680,0.01693868445802415
model.layers.24.mlp.up_proj.weight,layer_24,mlp_up,solver_rank1_r4,solver_rank1,4,24903680,0.01720294326006087
model.layers.24.mlp.up_proj.weight,layer_24,mlp_up,solver_rank1_r5,solver_rank1,5,24903680,0.01670969463598871
model.layers.24.mlp.up_proj.weight,layer_24,mlp_up,solver_full_r1,solver_full,1,24903680,0.018061508616538758
model.layers.24.mlp.up_proj.weight,layer_24,mlp_up,solver_full_r2,solver_full,2,24903680,0.01943670255655184
model.layers.24.mlp.up_proj.weight,layer_24,mlp_up,solver_full_r3,solver_full,3,24903680,0.019432194194150956
model.layers.24.mlp.up_proj.weight,layer_24,mlp_up,solver_full_r4,solver_full,4,24903680,0.019727071215948536
model.layers.24.mlp.up_proj.weight,layer_24,mlp_up,solver_full_r5,solver_full,5,24903680,0.01916041686725835
model.layers.22.self_attn.q_norm.weight,layer_22,normalization,questioner_full_r1,questioner_full,1,128,0.0
model.layers.22.self_attn.q_norm.weight,layer_22,normalization,questioner_full_r2,questioner_full,2,128,0.0
model.layers.22.self_attn.q_norm.weight,layer_22,normalization,questioner_full_r3,questioner_full,3,128,3.0517578125e-05
model.layers.22.self_attn.q_norm.weight,layer_22,normalization,questioner_full_r4,questioner_full,4,128,0.0
model.layers.22.self_attn.q_norm.weight,layer_22,normalization,questioner_full_r5,questioner_full,5,128,0.0
model.layers.22.self_attn.q_norm.weight,layer_22,normalization,solver_rank1_r1,solver_rank1,1,128,0.0
model.layers.22.self_attn.q_norm.weight,layer_22,normalization,solver_rank1_r2,solver_rank1,2,128,0.0
model.layers.22.self_attn.q_norm.weight,layer_22,normalization,solver_rank1_r3,solver_rank1,3,128,0.0
model.layers.22.self_attn.q_norm.weight,layer_22,normalization,solver_rank1_r4,solver_rank1,4,128,0.0
model.layers.22.self_attn.q_norm.weight,layer_22,normalization,solver_rank1_r5,solver_rank1,5,128,0.0
model.layers.22.self_attn.q_norm.weight,layer_22,normalization,solver_full_r1,solver_full,1,128,0.0
model.layers.22.self_attn.q_norm.weight,layer_22,normalization,solver_full_r2,solver_full,2,128,0.0
model.layers.22.self_attn.q_norm.weight,layer_22,normalization,solver_full_r3,solver_full,3,128,0.0
model.layers.22.self_attn.q_norm.weight,layer_22,normalization,solver_full_r4,solver_full,4,128,0.0
model.layers.22.self_attn.q_norm.weight,layer_22,normalization,solver_full_r5,solver_full,5,128,0.0
model.layers.7.mlp.up_proj.weight,layer_07,mlp_up,questioner_full_r1,questioner_full,1,24903680,0.012655530192161943
model.layers.7.mlp.up_proj.weight,layer_07,mlp_up,questioner_full_r2,questioner_full,2,24903680,0.07483041324212616
model.layers.7.mlp.up_proj.weight,layer_07,mlp_up,questioner_full_r3,questioner_full,3,24903680,0.07900978644933632
model.layers.7.mlp.up_proj.weight,layer_07,mlp_up,questioner_full_r4,questioner_full,4,24903680,0.08121405780685649
model.layers.7.mlp.up_proj.weight,layer_07,mlp_up,questioner_full_r5,questioner_full,5,24903680,0.08386414833346659
model.layers.7.mlp.up_proj.weight,layer_07,mlp_up,solver_rank1_r1,solver_rank1,1,24903680,0.018820707448178226
model.layers.7.mlp.up_proj.weight,layer_07,mlp_up,solver_rank1_r2,solver_rank1,2,24903680,0.019919624606726662
model.layers.7.mlp.up_proj.weight,layer_07,mlp_up,solver_rank1_r3,solver_rank1,3,24903680,0.020165916756635524
model.layers.7.mlp.up_proj.weight,layer_07,mlp_up,solver_rank1_r4,solver_rank1,4,24903680,0.017547475746946137
model.layers.7.mlp.up_proj.weight,layer_07,mlp_up,solver_rank1_r5,solver_rank1,5,24903680,0.020331000812921992
model.layers.7.mlp.up_proj.weight,layer_07,mlp_up,solver_full_r1,solver_full,1,24903680,0.02024106371671855
model.layers.7.mlp.up_proj.weight,layer_07,mlp_up,solver_full_r2,solver_full,2,24903680,0.021875575193059087
model.layers.7.mlp.up_proj.weight,layer_07,mlp_up,solver_full_r3,solver_full,3,24903680,0.022375011452018114
model.layers.7.mlp.up_proj.weight,layer_07,mlp_up,solver_full_r4,solver_full,4,24903680,0.01968655327246569
model.layers.7.mlp.up_proj.weight,layer_07,mlp_up,solver_full_r5,solver_full,5,24903680,0.021675614682099012
model.layers.12.mlp.up_proj.weight,layer_12,mlp_up,questioner_full_r1,questioner_full,1,24903680,0.013600384467619929
model.layers.12.mlp.up_proj.weight,layer_12,mlp_up,questioner_full_r2,questioner_full,2,24903680,0.07535461994134383
model.layers.12.mlp.up_proj.weight,layer_12,mlp_up,questioner_full_r3,questioner_full,3,24903680,0.08054979669703315
model.layers.12.mlp.up_proj.weight,layer_12,mlp_up,questioner_full_r4,questioner_full,4,24903680,0.07887556248272917
model.layers.12.mlp.up_proj.weight,layer_12,mlp_up,questioner_full_r5,questioner_full,5,24903680,0.0814157270565046
model.layers.12.mlp.up_proj.weight,layer_12,mlp_up,solver_rank1_r1,solver_rank1,1,24903680,0.021215772064577185
model.layers.12.mlp.up_proj.weight,layer_12,mlp_up,solver_rank1_r2,solver_rank1,2,24903680,0.021332583571165145
model.layers.12.mlp.up_proj.weight,layer_12,mlp_up,solver_rank1_r3,solver_rank1,3,24903680,0.020140931021662194
model.layers.12.mlp.up_proj.weight,layer_12,mlp_up,solver_rank1_r4,solver_rank1,4,24903680,0.01867774956557848
model.layers.12.mlp.up_proj.weight,layer_12,mlp_up,solver_rank1_r5,solver_rank1,5,24903680,0.019155437058578154
model.layers.12.mlp.up_proj.weight,layer_12,mlp_up,solver_full_r1,solver_full,1,24903680,0.022920884336031178
model.layers.12.mlp.up_proj.weight,layer_12,mlp_up,solver_full_r2,solver_full,2,24903680,0.023746311501131087
model.layers.12.mlp.up_proj.weight,layer_12,mlp_up,solver_full_r3,solver_full,3,24903680,0.02272884077334364
model.layers.12.mlp.up_proj.weight,layer_12,mlp_up,solver_full_r4,solver_full,4,24903680,0.021064634557634795
model.layers.12.mlp.up_proj.weight,layer_12,mlp_up,solver_full_r5,solver_full,5,24903680,0.021873156657009108
model.layers.7.self_attn.k_proj.weight,layer_07,attention_k,questioner_full_r1,questioner_full,1,2621440,0.004140534129419964
model.layers.7.self_attn.k_proj.weight,layer_07,attention_k,questioner_full_r2,questioner_full,2,2621440,0.024269651438568816
model.layers.7.self_attn.k_proj.weight,layer_07,attention_k,questioner_full_r3,questioner_full,3,2621440,0.025248061672015872
model.layers.7.self_attn.k_proj.weight,layer_07,attention_k,questioner_full_r4,questioner_full,4,2621440,0.026598455329710724
model.layers.7.self_attn.k_proj.weight,layer_07,attention_k,questioner_full_r5,questioner_full,5,2621440,0.028149425528508257
model.layers.7.self_attn.k_proj.weight,layer_07,attention_k,solver_rank1_r1,solver_rank1,1,2621440,0.0060677576908174605
model.layers.7.self_attn.k_proj.weight,layer_07,attention_k,solver_rank1_r2,solver_rank1,2,2621440,0.006812717444612425
model.layers.7.self_attn.k_proj.weight,layer_07,attention_k,solver_rank1_r3,solver_rank1,3,2621440,0.006317312516363538
model.layers.7.self_attn.k_proj.weight,layer_07,attention_k,solver_rank1_r4,solver_rank1,4,2621440,0.005815968803163064
model.layers.7.self_attn.k_proj.weight,layer_07,attention_k,solver_rank1_r5,solver_rank1,5,2621440,0.006914412065564607
model.layers.7.self_attn.k_proj.weight,layer_07,attention_k,solver_full_r1,solver_full,1,2621440,0.006689918813584812
model.layers.7.self_attn.k_proj.weight,layer_07,attention_k,solver_full_r2,solver_full,2,2621440,0.007190514114251558
model.layers.7.self_attn.k_proj.weight,layer_07,attention_k,solver_full_r3,solver_full,3,2621440,0.007061677936188592
model.layers.7.self_attn.k_proj.weight,layer_07,attention_k,solver_full_r4,solver_full,4,2621440,0.0065529270434044875
model.layers.7.self_attn.k_proj.weight,layer_07,attention_k,solver_full_r5,solver_full,5,2621440,0.00738243199850467
model.layers.28.mlp.gate_proj.weight,layer_28,mlp_gate,questioner_full_r1,questioner_full,1,24903680,0.009197662144639402
model.layers.28.mlp.gate_proj.weight,layer_28,mlp_gate,questioner_full_r2,questioner_full,2,24903680,0.08566095124493588
model.layers.28.mlp.gate_proj.weight,layer_28,mlp_gate,questioner_full_r3,questioner_full,3,24903680,0.08110703830142352
model.layers.28.mlp.gate_proj.weight,layer_28,mlp_gate,questioner_full_r4,questioner_full,4,24903680,0.07931389189307671
model.layers.28.mlp.gate_proj.weight,layer_28,mlp_gate,questioner_full_r5,questioner_full,5,24903680,0.08177313792045901
model.layers.28.mlp.gate_proj.weight,layer_28,mlp_gate,solver_rank1_r1,solver_rank1,1,24903680,0.014849818499998522
model.layers.28.mlp.gate_proj.weight,layer_28,mlp_gate,solver_rank1_r2,solver_rank1,2,24903680,0.015459776025796243
model.layers.28.mlp.gate_proj.weight,layer_28,mlp_gate,solver_rank1_r3,solver_rank1,3,24903680,0.015308610790586213
model.layers.28.mlp.gate_proj.weight,layer_28,mlp_gate,solver_rank1_r4,solver_rank1,4,24903680,0.015690327842734386
model.layers.28.mlp.gate_proj.weight,layer_28,mlp_gate,solver_rank1_r5,solver_rank1,5,24903680,0.014650467363174796
model.layers.28.mlp.gate_proj.weight,layer_28,mlp_gate,solver_full_r1,solver_full,1,24903680,0.016435347893755826
model.layers.28.mlp.gate_proj.weight,layer_28,mlp_gate,solver_full_r2,solver_full,2,24903680,0.01739254225901427
model.layers.28.mlp.gate_proj.weight,layer_28,mlp_gate,solver_full_r3,solver_full,3,24903680,0.017443016486382138
model.layers.28.mlp.gate_proj.weight,layer_28,mlp_gate,solver_full_r4,solver_full,4,24903680,0.017763846479624562
model.layers.28.mlp.gate_proj.weight,layer_28,mlp_gate,solver_full_r5,solver_full,5,24903680,0.016725394482912936
model.layers.18.self_attn.k_proj.weight,layer_18,attention_k,questioner_full_r1,questioner_full,1,2621440,0.005199120171774247
model.layers.18.self_attn.k_proj.weight,layer_18,attention_k,questioner_full_r2,questioner_full,2,2621440,0.027992211625414574
model.layers.18.self_attn.k_proj.weight,layer_18,attention_k,questioner_full_r3,questioner_full,3,2621440,0.02912346210721605
model.layers.18.self_attn.k_proj.weight,layer_18,attention_k,questioner_full_r4,questioner_full,4,2621440,0.028102629313426913
model.layers.18.self_attn.k_proj.weight,layer_18,attention_k,questioner_full_r5,questioner_full,5,2621440,0.028466651502683002
model.layers.18.self_attn.k_proj.weight,layer_18,attention_k,solver_rank1_r1,solver_rank1,1,2621440,0.006747476284012608
model.layers.18.self_attn.k_proj.weight,layer_18,attention_k,solver_rank1_r2,solver_rank1,2,2621440,0.006995165941166895
model.layers.18.self_attn.k_proj.weight,layer_18,attention_k,solver_rank1_r3,solver_rank1,3,2621440,0.00700109918349941
model.layers.18.self_attn.k_proj.weight,layer_18,attention_k,solver_rank1_r4,solver_rank1,4,2621440,0.007026878420182816
model.layers.18.self_attn.k_proj.weight,layer_18,attention_k,solver_rank1_r5,solver_rank1,5,2621440,0.006514197080215307
model.layers.18.self_attn.k_proj.weight,layer_18,attention_k,solver_full_r1,solver_full,1,2621440,0.0074654333309118115
model.layers.18.self_attn.k_proj.weight,layer_18,attention_k,solver_full_r2,solver_full,2,2621440,0.007898867673382944
model.layers.18.self_attn.k_proj.weight,layer_18,attention_k,solver_full_r3,solver_full,3,2621440,0.007619065325878482
model.layers.18.self_attn.k_proj.weight,layer_18,attention_k,solver_full_r4,solver_full,4,2621440,0.0076302910516422295
model.layers.18.self_attn.k_proj.weight,layer_18,attention_k,solver_full_r5,solver_full,5,2621440,0.007501936303017206
model.layers.35.mlp.up_proj.weight,layer_35,mlp_up,questioner_full_r1,questioner_full,1,24903680,0.00963257836867862
model.layers.35.mlp.up_proj.weight,layer_35,mlp_up,questioner_full_r2,questioner_full,2,24903680,0.08198418581625797
model.layers.35.mlp.up_proj.weight,layer_35,mlp_up,questioner_full_r3,questioner_full,3,24903680,0.07723932009722387
model.layers.35.mlp.up_proj.weight,layer_35,mlp_up,questioner_full_r4,questioner_full,4,24903680,0.07991667025024565
model.layers.35.mlp.up_proj.weight,layer_35,mlp_up,questioner_full_r5,questioner_full,5,24903680,0.07934127877811531
model.layers.35.mlp.up_proj.weight,layer_35,mlp_up,solver_rank1_r1,solver_rank1,1,24903680,0.015177852133934976
model.layers.35.mlp.up_proj.weight,layer_35,mlp_up,solver_rank1_r2,solver_rank1,2,24903680,0.016096781478298513
model.layers.35.mlp.up_proj.weight,layer_35,mlp_up,solver_rank1_r3,solver_rank1,3,24903680,0.01578090012584726
model.layers.35.mlp.up_proj.weight,layer_35,mlp_up,solver_rank1_r4,solver_rank1,4,24903680,0.01555938828724484
model.layers.35.mlp.up_proj.weight,layer_35,mlp_up,solver_rank1_r5,solver_rank1,5,24903680,0.014321794401927308
model.layers.35.mlp.up_proj.weight,layer_35,mlp_up,solver_full_r1,solver_full,1,24903680,0.016708882696429977
model.layers.35.mlp.up_proj.weight,layer_35,mlp_up,solver_full_r2,solver_full,2,24903680,0.017921840927103312
model.layers.35.mlp.up_proj.weight,layer_35,mlp_up,solver_full_r3,solver_full,3,24903680,0.017782536131033925
model.layers.35.mlp.up_proj.weight,layer_35,mlp_up,solver_full_r4,solver_full,4,24903680,0.01753690592832588
model.layers.35.mlp.up_proj.weight,layer_35,mlp_up,solver_full_r5,solver_full,5,24903680,0.01617620938960183
model.layers.21.input_layernorm.weight,layer_21,normalization,questioner_full_r1,questioner_full,1,2560,0.0
model.layers.21.input_layernorm.weight,layer_21,normalization,questioner_full_r2,questioner_full,2,2560,0.0
model.layers.21.input_layernorm.weight,layer_21,normalization,questioner_full_r3,questioner_full,3,2560,0.0
model.layers.21.input_layernorm.weight,layer_21,normalization,questioner_full_r4,questioner_full,4,2560,0.0
model.layers.21.input_layernorm.weight,layer_21,normalization,questioner_full_r5,questioner_full,5,2560,0.0
model.layers.21.input_layernorm.weight,layer_21,normalization,solver_rank1_r1,solver_rank1,1,2560,0.0
model.layers.21.input_layernorm.weight,layer_21,normalization,solver_rank1_r2,solver_rank1,2,2560,0.0
model.layers.21.input_layernorm.weight,layer_21,normalization,solver_rank1_r3,solver_rank1,3,2560,0.0
model.layers.21.input_layernorm.weight,layer_21,normalization,solver_rank1_r4,solver_rank1,4,2560,0.0
model.layers.21.input_layernorm.weight,layer_21,normalization,solver_rank1_r5,solver_rank1,5,2560,0.0
model.layers.21.input_layernorm.weight,layer_21,normalization,solver_full_r1,solver_full,1,2560,0.0
model.layers.21.input_layernorm.weight,layer_21,normalization,solver_full_r2,solver_full,2,2560,0.0
model.layers.21.input_layernorm.weight,layer_21,normalization,solver_full_r3,solver_full,3,2560,0.0
model.layers.21.input_layernorm.weight,layer_21,normalization,solver_full_r4,solver_full,4,2560,0.0
model.layers.21.input_layernorm.weight,layer_21,normalization,solver_full_r5,solver_full,5,2560,0.0
model.layers.11.self_attn.k_proj.weight,layer_11,attention_k,questioner_full_r1,questioner_full,1,2621440,0.004669638365548403
model.layers.11.self_attn.k_proj.weight,layer_11,attention_k,questioner_full_r2,questioner_full,2,2621440,0.024703427250269697
model.layers.11.self_attn.k_proj.weight,layer_11,attention_k,questioner_full_r3,questioner_full,3,2621440,0.02659869796579194
model.layers.11.self_attn.k_proj.weight,layer_11,attention_k,questioner_full_r4,questioner_full,4,2621440,0.026724935415706388
model.layers.11.self_attn.k_proj.weight,layer_11,attention_k,questioner_full_r5,questioner_full,5,2621440,0.027401143322696372
model.layers.11.self_attn.k_proj.weight,layer_11,attention_k,solver_rank1_r1,solver_rank1,1,2621440,0.005977053103152601
model.layers.11.self_attn.k_proj.weight,layer_11,attention_k,solver_rank1_r2,solver_rank1,2,2621440,0.006228100657966167
model.layers.11.self_attn.k_proj.weight,layer_11,attention_k,solver_rank1_r3,solver_rank1,3,2621440,0.006220351128150958
model.layers.11.self_attn.k_proj.weight,layer_11,attention_k,solver_rank1_r4,solver_rank1,4,2621440,0.005678320874229414
model.layers.11.self_attn.k_proj.weight,layer_11,attention_k,solver_rank1_r5,solver_rank1,5,2621440,0.006892988675756322
model.layers.11.self_attn.k_proj.weight,layer_11,attention_k,solver_full_r1,solver_full,1,2621440,0.006578374855656105
model.layers.11.self_attn.k_proj.weight,layer_11,attention_k,solver_full_r2,solver_full,2,2621440,0.006990922179528508
model.layers.11.self_attn.k_proj.weight,layer_11,attention_k,solver_full_r3,solver_full,3,2621440,0.0070456081153860775
model.layers.11.self_attn.k_proj.weight,layer_11,attention_k,solver_full_r4,solver_full,4,2621440,0.0064374213737372005
model.layers.11.self_attn.k_proj.weight,layer_11,attention_k,solver_full_r5,solver_full,5,2621440,0.0073396782218120415
model.layers.19.self_attn.o_proj.weight,layer_19,attention_o,questioner_full_r1,questioner_full,1,10485760,0.010259349937655541
model.layers.19.self_attn.o_proj.weight,layer_19,attention_o,questioner_full_r2,questioner_full,2,10485760,0.05338724019541081
model.layers.19.self_attn.o_proj.weight,layer_19,attention_o,questioner_full_r3,questioner_full,3,10485760,0.05400951878655042
model.layers.19.self_attn.o_proj.weight,layer_19,attention_o,questioner_full_r4,questioner_full,4,10485760,0.05390001673764343
model.layers.19.self_attn.o_proj.weight,layer_19,attention_o,questioner_full_r5,questioner_full,5,10485760,0.054207001967080996
model.layers.19.self_attn.o_proj.weight,layer_19,attention_o,solver_rank1_r1,solver_rank1,1,10485760,0.013392773002033087
model.layers.19.self_attn.o_proj.weight,layer_19,attention_o,solver_rank1_r2,solver_rank1,2,10485760,0.014415784089013091
model.layers.19.self_attn.o_proj.weight,layer_19,attention_o,solver_rank1_r3,solver_rank1,3,10485760,0.014758618458508907
model.layers.19.self_attn.o_proj.weight,layer_19,attention_o,solver_rank1_r4,solver_rank1,4,10485760,0.013536447401664969
model.layers.19.self_attn.o_proj.weight,layer_19,attention_o,solver_rank1_r5,solver_rank1,5,10485760,0.013440282807682778
model.layers.19.self_attn.o_proj.weight,layer_19,attention_o,solver_full_r1,solver_full,1,10485760,0.014737022568367389
model.layers.19.self_attn.o_proj.weight,layer_19,attention_o,solver_full_r2,solver_full,2,10485760,0.01623433102496086
model.layers.19.self_attn.o_proj.weight,layer_19,attention_o,solver_full_r3,solver_full,3,10485760,0.01596537437276067
model.layers.19.self_attn.o_proj.weight,layer_19,attention_o,solver_full_r4,solver_full,4,10485760,0.01554265316255191
model.layers.19.self_attn.o_proj.weight,layer_19,attention_o,solver_full_r5,solver_full,5,10485760,0.015380570218796897
model.norm.weight,final_norm,normalization,questioner_full_r1,questioner_full,1,2560,0.0
model.norm.weight,final_norm,normalization,questioner_full_r2,questioner_full,2,2560,3.0517578125e-05
model.norm.weight,final_norm,normalization,questioner_full_r3,questioner_full,3,2560,3.0517578125e-05
model.norm.weight,final_norm,normalization,questioner_full_r4,questioner_full,4,2560,0.0
model.norm.weight,final_norm,normalization,questioner_full_r5,questioner_full,5,2560,3.0517578125e-05
model.norm.weight,final_norm,normalization,solver_rank1_r1,solver_rank1,1,2560,0.0
model.norm.weight,final_norm,normalization,solver_rank1_r2,solver_rank1,2,2560,0.0
model.norm.weight,final_norm,normalization,solver_rank1_r3,solver_rank1,3,2560,0.0
model.norm.weight,final_norm,normalization,solver_rank1_r4,solver_rank1,4,2560,0.0
model.norm.weight,final_norm,normalization,solver_rank1_r5,solver_rank1,5,2560,0.0
model.norm.weight,final_norm,normalization,solver_full_r1,solver_full,1,2560,0.0
model.norm.weight,final_norm,normalization,solver_full_r2,solver_full,2,2560,0.0
model.norm.weight,final_norm,normalization,solver_full_r3,solver_full,3,2560,0.0
model.norm.weight,final_norm,normalization,solver_full_r4,solver_full,4,2560,0.0
model.norm.weight,final_norm,normalization,solver_full_r5,solver_full,5,2560,0.0
model.layers.25.self_attn.q_norm.weight,layer_25,normalization,questioner_full_r1,questioner_full,1,128,0.0
model.layers.25.self_attn.q_norm.weight,layer_25,normalization,questioner_full_r2,questioner_full,2,128,0.0
model.layers.25.self_attn.q_norm.weight,layer_25,normalization,questioner_full_r3,questioner_full,3,128,6.103515625e-05
model.layers.25.self_attn.q_norm.weight,layer_25,normalization,questioner_full_r4,questioner_full,4,128,0.0
model.layers.25.self_attn.q_norm.weight,layer_25,normalization,questioner_full_r5,questioner_full,5,128,0.0
model.layers.25.self_attn.q_norm.weight,layer_25,normalization,solver_rank1_r1,solver_rank1,1,128,0.0
model.layers.25.self_attn.q_norm.weight,layer_25,normalization,solver_rank1_r2,solver_rank1,2,128,0.0
model.layers.25.self_attn.q_norm.weight,layer_25,normalization,solver_rank1_r3,solver_rank1,3,128,0.0
model.layers.25.self_attn.q_norm.weight,layer_25,normalization,solver_rank1_r4,solver_rank1,4,128,0.0
model.layers.25.self_attn.q_norm.weight,layer_25,normalization,solver_rank1_r5,solver_rank1,5,128,0.0
model.layers.25.self_attn.q_norm.weight,layer_25,normalization,solver_full_r1,solver_full,1,128,0.0
model.layers.25.self_attn.q_norm.weight,layer_25,normalization,solver_full_r2,solver_full,2,128,0.0
model.layers.25.self_attn.q_norm.weight,layer_25,normalization,solver_full_r3,solver_full,3,128,0.0
model.layers.25.self_attn.q_norm.weight,layer_25,normalization,solver_full_r4,solver_full,4,128,0.0
model.layers.25.self_attn.q_norm.weight,layer_25,normalization,solver_full_r5,solver_full,5,128,0.0
model.layers.33.self_attn.v_proj.weight,layer_33,attention_v,questioner_full_r1,questioner_full,1,2621440,0.0038231119688304956
model.layers.33.self_attn.v_proj.weight,layer_33,attention_v,questioner_full_r2,questioner_full,2,2621440,0.026187784760104516
model.layers.33.self_attn.v_proj.weight,layer_33,attention_v,questioner_full_r3,questioner_full,3,2621440,0.02502437074006215
model.layers.33.self_attn.v_proj.weight,layer_33,attention_v,questioner_full_r4,questioner_full,4,2621440,0.026240153175912658
model.layers.33.self_attn.v_proj.weight,layer_33,attention_v,questioner_full_r5,questioner_full,5,2621440,0.026423984742826558
